
 PRINT S    NODAL SOLUTION PER NODE
    NODE       SX             SY             SZ             SXY            SYZ            SXZ     
    1083   0.113039       0.943940      -0.944634E-002  0.123048       0.200253E-002  0.148174E-001
    1084   0.132018        1.46707       0.103436E-002  0.420836E-002  0.481398E-002 -0.302074E-003
    1085   0.369709E-001   1.06624      -0.482591E-002  0.244829      -0.382131E-002  0.670457E-002
    1086  -0.127796E-001   1.63018       0.849795E-003 -0.182335E-002 -0.113679E-002 -0.233215E-002
    1087  -0.356136E-003   1.57205      -0.232133E-002  0.355725E-001  0.162491E-002  0.103204E-002
    1088   0.707106      -0.625715E-001  0.706963E-003 -0.198255E-001  0.444231E-002 -0.839263E-003
    1089   0.139145        1.04882       0.284090      -0.879120E-001  0.496390      -0.251770     
    1090   0.430025E-001  0.210034       0.976503E-001 -0.423142E-002 -0.197284       0.566139E-001
    1091   0.591083E-001   1.34121       0.418906       0.515396E-001  0.188028       0.316341E-001
    1092   0.409256E-001  0.189893       0.797851E-001 -0.851594E-002  0.172996      -0.456744E-001
    1093   0.327101E-001   1.46421      -0.219380E-002  0.457423E-001 -0.440974E-002  0.136947E-003
    1094   0.247921       0.634393       0.245993      -0.197640E-001 -0.250170       0.253907E-001
    1095  -0.108473E-001   1.60066       0.116646E-002  0.338971E-001  0.269347E-002  0.257580E-002
    1096   0.651528E-002   1.53657       0.331420E-001 -0.209045E-001 -0.430699E-001 -0.108579E-001
    1097   0.202800E-001  0.146368       0.711467E-001  0.221431E-002  0.176039       0.395230E-001
    1098   0.418221E-001  0.413485       0.129585      -0.136107E-001 -0.226627       0.742320E-001
    1099   0.168611E-002  0.482853E-001  0.513007E-002 -0.655725E-002 -0.950994E-001  0.286112E-002
    1100   0.971094E-001   1.55866       0.206399E-001  0.268646E-002  0.137992E-001 -0.204590E-002
    1101   0.924862E-001   1.48055      -0.102507E-002 -0.226601E-001  0.571674E-002  0.742625E-003
    1102   0.134127        1.15704       0.312676      -0.109232      -0.281049       0.199567     
    1103   0.998971E-002   1.55056       0.489998E-001  0.184710E-001  0.608416E-001 -0.113616E-001
    1104   0.169327E-001   1.66243       0.845969E-001  0.178900E-001  0.173687       0.159321E-001
    1105   0.244853E-001  0.135112       0.656005E-001  0.145998E-002 -0.176753      -0.372443E-001
    1106   0.530071E-001  0.126609       0.518041E-001 -0.252827E-002  0.129794      -0.434820E-002
    1107   0.334419E-001  0.801210E-001  0.314729E-001 -0.212261E-002  0.125220      -0.126214E-002
    1108   0.262045E-001   1.29022       0.546289      -0.866798E-001 -0.378705       0.549842E-001
    1109   0.109284       0.448629       0.160475       0.257408E-001  0.248814       0.829500E-001
    1110   0.481824      -0.636185E-002 -0.245404E-003 -0.173541       0.124576E-002 -0.789707E-002
    1111   0.129011       0.219198E-001 -0.826406E-003 -0.106237       0.143090E-002  0.399021E-002
    1112  -0.365849E-001  0.879255       0.270184E-002 -0.831608E-001  0.391247E-003  0.433148E-002
    1113   0.217571E-001  0.234131E-001  0.103411E-002 -0.248686E-001  0.125417E-002  0.122262E-002
    1114  -0.118897E-001  0.896072      -0.124621E-002 -0.950980E-001 -0.200068E-001 -0.348609E-002
    1115   0.758754      -0.410847E-001  0.228265E-002 -0.105821E-001 -0.426120E-002 -0.491653E-003
    1116  -0.820618E-001  0.865954       0.977790E-003  0.681955E-001  0.187342E-002 -0.444137E-002
    1117  -0.589373E-001  0.742731       0.169104E-002  0.179193       0.207131E-002  0.333678E-002
    1118  -0.942812       -2.76507      -0.100167       -2.09086      -0.301313E-001 -0.295479     
    1119  -0.258762E-001  0.954350       0.118616E-002  0.460555E-001  0.134014E-001  0.446811E-002
    1120   0.703740E-001  0.825954      -0.115796E-001  0.438212E-001  0.821229E-002 -0.126120E-001
    1121  -0.372987E-001   1.37741      -0.198126E-002 -0.275148      -0.730994E-002 -0.126783E-002
    1122  -0.907879      -0.181146      -0.819858E-001 -0.455278E-002  0.123121      -0.576706E-002
    1123  -0.285301E-002   1.62068      -0.555681E-003  0.243122E-001 -0.149673E-002 -0.597963E-003
    1124    1.07080        1.85321      -0.309083E-001 -0.441234       0.998976E-002 -0.114855     
    1125  -0.512999       0.646317       0.313747E-002  0.609848      -0.441264E-002 -0.120454E-001
    1126  -0.548067E-001   1.47859       0.738241E-003  0.193986      -0.556958E-002 -0.316047E-002
    1127  -0.137038E-001   1.51716       0.235548E-002  0.837442E-001  0.872860E-002  0.338216E-002
    1128  -0.229042E-001   1.58730       0.161844E-002 -0.649309E-001 -0.209063E-002  0.288902E-002
    1129   0.354776E-001   1.69784       0.143771      -0.323412E-001  0.226645      -0.181371E-001
    1130  -0.377731E-001   1.36474       0.381892E-003  0.256525       0.876014E-002 -0.202085E-002
    1131   0.195986E-002   1.52843       0.352715E-002 -0.305798E-001 -0.221268E-002 -0.481187E-002
    1132   0.373050        1.20245       0.661600      -0.115803      -0.272644       0.686770E-001
    1133   0.178568E-001  0.120540       0.630511E-001  0.956872E-003  0.180011      -0.359488E-001
    1134   0.385941E-002  0.543184E-001  0.331549E-001  0.200530E-003  0.141710      -0.839382E-002
    1135   0.161627E-001  0.673432E-001  0.183388E-001 -0.501391E-002  0.969686E-001 -0.748798E-002
    1136   0.126920       0.365761       0.137745      -0.158373E-001  0.182020      -0.297785E-001
    1137   0.341833E-001  0.864507E-001  0.337866E-001 -0.159165E-002 -0.126525       0.509139E-002
    1138   0.352287E-001  0.861023E-001  0.337289E-001  0.182422E-002  0.129302       0.503809E-002
    1139   0.709032E-001   1.56850       0.176331E-001 -0.528910E-002  0.176777E-001  0.685989E-002
    1140   0.248552E-001  0.508585E-001  0.279336E-001 -0.103378E-003  0.117664      -0.644206E-004
    1141   0.275185E-001  0.684570E-001  0.282544E-001 -0.254821E-003 -0.115737      -0.570482E-003
    1142   0.258127E-001  0.888829E-001  0.384437E-001  0.752869E-002 -0.126960      -0.153795E-001
    1143   0.264688E-001  0.668183E-001  0.255839E-001  0.304233E-002 -0.140125      -0.117349E-001
    1144   0.137707E-002  0.462598E-001  0.929979E-002  0.460176E-002 -0.103568      -0.750344E-002
    1145   0.198435E-001  0.264300      -0.134026E-002 -0.181667      -0.520876E-002 -0.170874E-002
    1146   0.269920       0.407957E-002 -0.172430E-003  0.123864      -0.116515E-002  0.805921E-002
    1147   0.236775E-001  0.948831E-001 -0.487129E-003  0.792946E-001  0.850711E-003 -0.149319E-002
    1148  -0.634079E-001  0.951883      -0.762150E-003  0.122239      -0.738788E-002  0.131622E-002
    1149  -0.438489       -4.51799      -0.904825E-001   1.24824       0.225656      -0.155274     
    1150   -1.18741      -0.562185      -0.345209E-001   1.94488      -0.235774      -0.384037     
    1151  -0.793064       -2.56616      -0.435513E-001  -2.06389       0.657614E-001  0.300445     
    1152  -0.176009E-003   1.08424      -0.229366E-003  0.198233       0.144823E-001 -0.163608E-002
    1153  -0.740881       0.793696      -0.437349E-001 -0.586020      -0.388297E-001 -0.101266     
    1154   0.365337E-001  0.928477      -0.357312E-002  0.172155       0.645489E-002 -0.679516E-002
    1155  -0.259732E-001   1.46361      -0.707027E-003 -0.704395E-001  0.141419E-002  0.709472E-003
    1156  -0.482514E-002   1.58859      -0.111622E-002 -0.357179E-001  0.892788E-003 -0.653601E-003
    1157  -0.265229E-001   1.60363      -0.880403E-003  0.192505E-001  0.714554E-003 -0.310950E-002
    1158   0.487854E-002   1.53691       0.561845E-002 -0.319672E-001  0.661237E-002  0.626836E-002
    1159  -0.273325E-002   1.57144      -0.123256E-002 -0.418068E-001  0.350282E-003 -0.299226E-003
    1160   0.183562E-003   1.55064      -0.219017E-002 -0.315495E-001  0.142176E-002 -0.168524E-002
    1161  -0.251661E-002  0.340275E-001 -0.151726E-001 -0.804754E-002  0.392316E-001  0.398238E-003
    1162   0.219059E-001  0.423892E-001  0.378090E-001 -0.233806E-002  0.109960      -0.465017E-002
    1163   0.584427E-001  0.384136       0.163127       0.104123E-001 -0.272993      -0.941880E-001
    1164   0.121444E-001  0.621459E-001  0.386109E-001 -0.287088E-002  0.143236       0.151276E-001
    1165   0.372268E-001  0.384715       0.146265       0.103769E-001  0.260703       0.826018E-001
    1166   0.249355E-001  0.699891E-001  0.279574E-001  0.395347E-002  0.124010       0.903134E-002
    1167   0.123571E-002   1.47340      -0.152477E-002 -0.623786E-001 -0.294829E-002  0.395387E-003
    1168  -0.362849        1.07866      -0.879739E-002 -0.101592      -0.117743E-001 -0.389251E-002
    1169   0.160445        1.57229       0.780325E-001  0.349501E-001 -0.877966E-001 -0.872958E-002
    1170   0.228492E-001   1.54468      -0.703066E-004 -0.469322E-001  0.514806E-002 -0.138329E-002
    1171   0.618869E-001  0.179333       0.708913E-001 -0.889404E-002  0.143707      -0.189106E-001
    1172   0.194380       0.639064       0.217933      -0.348354E-001 -0.235233       0.631864E-001
    1173   0.308384       0.891940       0.288554      -0.417941E-001  0.262537      -0.686113E-001
    1174   0.235174        1.40753       0.404804      -0.947202E-001  0.289840      -0.352183E-001
    1175  -0.239448        1.70586      -0.185297E-003  0.201488      -0.186990E-002  0.215138E-003
    1176  -0.496087        1.29664      -0.420726E-002  0.208369       0.502029E-001  0.883579E-003
    1177  -0.190760       0.114458       0.274553E-002  0.727116      -0.516709E-002  0.670074E-002
    1178   0.570378        1.39458      -0.299042E-001 -0.268523      -0.940979E-002  0.634716E-001
    1179   -1.12957       -4.57681      -0.489167       -1.55455      -0.229775E-001 -0.751623E-001
    1180   0.211131       0.650181       0.232418       0.334059E-001 -0.271372      -0.702371E-001
    1181   0.682063E-001   1.44643      -0.288201E-002 -0.145186E-001 -0.569430E-002  0.565172E-003
    1182   0.326724E-001   1.54613      -0.761446E-003  0.450024E-001  0.604070E-002  0.135292E-002
    1183   0.148693        1.56877       0.972914E-001 -0.322100E-001 -0.858452E-001  0.988475E-002
    1184   0.163522       0.377793       0.163410      -0.620397E-002  0.211845      -0.105682E-001
    1185  -0.258696E-001   1.50802      -0.136861E-002  0.696934E-001  0.230009E-002  0.858679E-004
    1186  -0.181463E-001   1.41710      -0.348527E-003  0.578796E-001  0.147906E-002  0.199828E-003
    1187   0.697357E-001   1.49339      -0.223270E-002  0.331855E-001  0.662124E-002 -0.296659E-004
    1188   0.149091E-001   1.37201       0.263631       0.559960E-002 -0.817210E-001 -0.615890E-002
    1189   0.277576        1.29260       0.530184       0.113670      -0.371599      -0.558493E-001
    1190   0.175354        1.48051       0.189858E-001  0.712731E-003  0.928878E-002  0.616384E-003
    1191   0.136110        1.49304       0.750364E-002  0.762449E-002  0.141044E-002 -0.267816E-003
    1192   0.334960      -0.137469       0.201194E-003 -0.387995      -0.106956E-002  0.455278E-003
    1193   0.103036       0.232256       0.104720       0.278354E-002 -0.163268      -0.522973E-002
    1194   0.957245E-001  0.246189       0.107163       0.977142E-002 -0.170141      -0.208105E-001
    1195   0.109924       0.245238       0.109960      -0.356224E-003  0.161709       0.136069E-003
    1196  -0.419103        1.58272       0.103053E-001  0.211754      -0.782868E-002  0.169252E-001
    1197  -0.926085E-001   1.24343       0.477875E-002  0.425906E-001 -0.102006E-001  0.133126E-002
    1198   0.362235      -0.519565       0.321959E-002  0.353817      -0.355428E-002 -0.213655E-003
    1199   0.164408      -0.283247E-001  0.983452E-003  0.511852      -0.446684E-003 -0.619304E-004
    1200   0.982962        1.95941      -0.346018E-001  0.569929      -0.381872E-001 -0.929395E-001
    1201   0.811038        1.54679      -0.287481E-001  0.141713      -0.376050E-002  0.106987     
    1202   0.984706E-001  0.238360       0.996533E-001 -0.695697E-002 -0.156676       0.104754E-001
    1203  -0.453660E-001   1.33579       0.140661E-002 -0.292665E-001  0.254141E-002  0.844191E-003
    1204  -0.724796E-002  0.280402      -0.574942E-003 -0.470403       0.136691E-002 -0.637671E-003
    1205   0.210743E-001  0.302243      -0.128447E-002 -0.210742      -0.153160E-002  0.257861E-003
    1206  -0.184915        1.52167       0.168543E-002 -0.981367E-001 -0.278845E-002 -0.172347E-002
    1207   0.587007      -0.163069E-001  0.284760E-002 -0.153820       0.704820E-003 -0.303781E-002
    1208   0.352658        1.42483       0.239169       0.184552E-001 -0.212784      -0.333209E-002
    1209  -0.592587      -0.105038       0.177708E-001  -1.17870       0.200403E-001  0.609144E-001
    1210   0.307827E-001  0.192968E-001  0.659666E-003 -0.602723      -0.452026E-003  0.184558E-003
    1211  -0.280417       0.514145       0.534866E-004 -0.528055       0.138231E-002  0.493073E-002
    1212  -0.831616E-002  0.920511      -0.105528E-001 -0.144708       0.218693E-002  0.318179E-002
    1213  -0.331142E-001  0.730255       0.310343E-002 -0.169127       0.561862E-003 -0.113786E-003
    1214   0.267932       -1.03677       0.135324E-001 -0.596841      -0.271213E-001 -0.110639E-001
    1215   0.465576      -0.407648      -0.150422E-003 -0.743678E-001 -0.136596E-002  0.733369E-003
    1216  -0.661349E-001   1.57921      -0.212492E-003  0.347380E-001  0.219083E-003 -0.118863E-002
    1217  -0.194303        1.60097       0.225253E-003  0.465403E-001  0.131512E-002 -0.159688E-002
    1218   0.646364E-001  0.181053       0.746450E-001 -0.913565E-002 -0.150294       0.204999E-001
    1219  -0.225645        1.74263      -0.493643E-002 -0.301379      -0.277777E-002 -0.428343E-003
    1220  -0.230517E-001   1.40684      -0.558191E-002 -0.383689       0.702481E-003  0.517730E-002
    1221  -0.314049E-001   1.53599      -0.118853E-002 -0.620811E-001  0.136572E-002  0.492643E-003
    1222   0.362709       -2.49009       0.387416E-001 -0.221242       0.118455       0.158170E-001
    1223   0.261813       0.626846       0.231622      -0.385822E-003  0.284146      -0.162706E-002
    1224   0.388087       0.948685       0.334636       0.464901E-001  0.278087       0.451089E-001
    1225   0.372928       0.863125       0.461832      -0.407985E-002 -0.178503       0.149034E-001
    1226  -0.462714        1.64514       0.385418E-002 -0.208572      -0.946785E-002 -0.192234E-001
    1227   0.106996       0.355020       0.139268      -0.182597E-001  0.210044      -0.531718E-001
    1228   0.386514        1.26003       0.462015      -0.541617E-001  0.313722      -0.255595E-001
    1229   0.417341        1.00254       0.590901       0.662570E-001 -0.228100      -0.668417E-001
    1230  -0.218056        1.67632      -0.241280E-002 -0.969666E-001  0.699404E-003  0.158004E-002
    1231  -0.833135E-001   1.58357      -0.110786E-002  0.230883E-001  0.588586E-003  0.139158E-002
    1232  -0.146369       0.601396      -0.212309E-002 -0.345798       0.130856E-002 -0.266029E-002
    1233   0.404454        1.33807       0.340258       0.380930E-001  0.397362       0.160180E-001
    1234  -0.320226        1.08548      -0.559035E-002 -0.491100E-001  0.979889E-002  0.632868E-002
    1235   0.164308E-001  0.173564E-001  0.186013E-003  0.173401E-001 -0.108002E-002  0.525856E-003
    1236  -0.567075E-001   1.53836       0.180452E-002 -0.150333       0.346865E-002 -0.187010E-002
    1237   0.231728       0.309147E-001 -0.137280E-002  0.192547      -0.332949E-003  0.973091E-003
    1238   0.602355      -0.128957E-001  0.103026E-003  0.150949      -0.288593E-002 -0.680051E-002
    1239  -0.648047       -5.21047      -0.122370       0.636754      -0.251191       0.103892     
    1240  -0.749667        1.61711       0.108657       -1.04204       0.685133E-001 -0.661220E-002
    1241   0.623404E-001   1.55453      -0.171697E-001 -0.464563       0.621191E-002 -0.124919E-001
    1242  -0.636794        2.59014      -0.622368E-001  0.241083E-003 -0.213935      -0.116190     
    1243  -0.263076E-001  0.725863       0.252665E-002 -0.167435       0.408923E-002 -0.244043E-002
    1244  -0.729007        2.05684      -0.456557E-002  0.180701      -0.209270E-001 -0.517401E-001
    1245   0.353295E-001  0.255302       0.627943E-003  0.429632       0.851330E-003 -0.173057E-003
    1246   0.127135       -1.33090       0.320219E-001  0.862166      -0.516559E-001  0.249083E-001
    1247   0.415849      -0.915350       0.853570E-002  0.112726       0.120822E-001 -0.763316E-003
    1248   0.376863E-001  0.809692       0.276349       0.567042E-001 -0.429894E-001 -0.259366E-001
    1249   0.499669        3.14584       0.558597E-001 -0.799164       0.171010      -0.523971E-001
    1250   0.125529        1.00204      -0.192633E-001 -0.158748      -0.127210E-002  0.827348E-002
    1251   0.394094      -0.164859       0.760583E-004 -0.336611       0.123601E-002 -0.148031E-002
    1252   0.259618       0.357951E-001  0.528793E-003 -0.288384      -0.105226E-002 -0.351281E-002
    1253  -0.876045E-002   1.61947      -0.673601E-003  0.221659E-001  0.554088E-003 -0.229912E-004
    1254  -0.183273        1.47946       0.121669E-002 -0.114673       0.275775E-002  0.210073E-002
    1255   0.661878E-002   1.54167       0.352552E-001  0.305326E-001 -0.249361E-002  0.896586E-004
    1256  -0.108779        1.60248      -0.832921E-003  0.474349E-001  0.264367E-003  0.209212E-002
    1257   0.188840E-001  0.349780      -0.974581E-004  0.255237       0.351433E-002 -0.594748E-003
    1258  -0.798822        2.53396      -0.374032E-002 -0.177433       0.131847      -0.113344     
    1259   0.880261E-001  0.167182       0.887773E-003  0.268348      -0.267281E-002  0.227144E-002
    1260  -0.437225E-001  0.443463       0.191675E-004  0.371302      -0.229385E-002 -0.106245E-002
    1261  -0.363762E-001  0.734196       0.126069E-002  0.163230      -0.431974E-002 -0.314339E-002
    1262   0.281729        3.04583       0.575798E-001  0.842662       0.802973E-002  0.301386E-002
    1263  -0.884507        1.46355      -0.427518E-001  0.581866       0.105900E-001  0.655038E-001
    1264  -0.218196        1.82904      -0.158690E-002  0.415567       0.121148E-001  0.213067E-002
    1265   0.823072E-001  0.844208      -0.219222E-001 -0.618633E-001  0.647563E-003 -0.482462E-003
    1266    1.08125        3.65523       0.672467E-001  0.891576      -0.175902      -0.122095     
    1267   0.259856       0.717613E-002 -0.349353E-003  0.377952      -0.182441E-003  0.938542E-003
    1268   0.503196      -0.136370      -0.149140E-002  0.220723      -0.183306E-002 -0.160283E-002
    1269  -0.120202E-001   1.59797      -0.108576E-002 -0.274977E-001  0.295288E-003 -0.150001E-003
    1270   0.210717E-001  0.637871E-001  0.245231E-001  0.174789E-002 -0.410559E-001 -0.151136E-002
    1271   0.114465       0.821921E-001 -0.114647E-002 -0.178815       0.367306E-004 -0.764912E-003
    1272  -0.724823E-001  0.919569       0.525526E-002 -0.724671E-002  0.528581E-003  0.158678E-002
    1273   0.676394      -0.298931E-001  0.240355E-002  0.120605       0.498808E-003  0.116629E-002
    1274  -0.331138E-001  0.377531      -0.974623E-003 -0.419611      -0.290684E-003  0.137915E-002
    1275   0.175287      -0.591153       0.100021E-001 -0.641555       0.981188E-002  0.480873E-002
    1276   0.112403       0.455954E-001 -0.141708E-002  0.124958      -0.157833E-002  0.240854E-002
    1277   0.209720        1.49364       0.306092E-001 -0.418420E-002 -0.338096E-001 -0.662476E-003
    1278   0.798135E-001   1.00881      -0.180977E-001  0.197776       0.124607E-002 -0.105857E-002
    1279   0.431548E-002   1.56564      -0.290604E-002  0.524860E-001  0.149992E-002  0.516572E-003
    1280   0.508387E-001  0.495842       0.211641      -0.994817E-002  0.354604      -0.124715     
    1281   0.255229       0.996832       0.294204      -0.691450E-001  0.288322      -0.171137     
    1282   0.227291E-001  0.311294       0.679774E-001 -0.182609E-001 -0.742701E-001  0.204096E-001
    1283  -0.985908E-002   1.46661      -0.122691E-002  0.648428E-001 -0.216687E-002  0.298244E-003
    1284  -0.324812E-001   1.59437       0.213160E-002  0.504894E-001  0.667313E-003  0.647195E-003
    1285   0.278628E-001  0.105267       0.347792E-001  0.840828E-002  0.124561       0.171352E-001
    1286   0.341152E-001   1.55955       0.567313E-002  0.314129E-001  0.411502E-003 -0.369796E-002
    1287   0.808786E-001   1.44685      -0.269991E-002 -0.300030E-002  0.592515E-002  0.367158E-003
    1288   0.212826E-001  0.656364E-001  0.227549E-001 -0.143415E-002  0.323959E-001 -0.157715E-002
    1289  -0.114735       0.982910      -0.402469E-002 -0.978854E-001 -0.317772E-002 -0.229504E-002
    1290   0.651313      -0.630665E-001 -0.284635E-003 -0.109548       0.115853E-003  0.521592E-003
    1291  -0.649100      -0.160258       0.260738E-001  -1.28818      -0.227686E-001 -0.735022E-001
    1292  -0.494200       0.666426      -0.629211E-003  0.417477       0.639977E-001 -0.546717E-001
    1293  -0.906625       0.168273E-001 -0.231755      -0.293322       0.170880E-001  0.245965E-002
    1294    1.73987        2.80656       0.251082      -0.678312       0.935850E-002  0.146861E-001
    1295   0.388281        1.20989      -0.203779E-001 -0.131644      -0.251538E-002 -0.363492E-001
    1296  -0.246145       0.662637       0.891288E-003  0.363005      -0.174784E-002 -0.217844E-002
    1297  -0.241800       0.926659      -0.476898E-002  0.898957E-001 -0.366475E-002  0.965733E-004
    1298  -0.315832        1.27862      -0.824638E-002  0.235956E-001 -0.363948E-001  0.154444E-001
    1299  -0.309703E-001   1.38042       0.633774E-003  0.214248      -0.177294E-002 -0.746097E-003
    1300   0.393120        1.15741       0.562031      -0.659700E-001 -0.318857       0.266658E-001
    1301   0.229416E-001  0.749964E-001  0.329237E-001 -0.359203E-002  0.143016      -0.169532E-001
    1302   0.833710E-001  0.212926       0.833615E-001 -0.765100E-002  0.137605      -0.112677E-001
    1303   0.210367E-001  0.619648E-001  0.206524E-001 -0.352460E-002 -0.114189       0.787945E-002
    1304   0.302385E-001  0.958624E-001  0.306292E-001  0.503424E-002  0.225723E-001  0.146565E-002
    1305   0.220422E-001   1.53951      -0.157384E-002 -0.513157E-001 -0.483814E-002  0.140603E-002
    1306   0.113731        1.52828       0.180976E-001 -0.645614E-002  0.732249E-002  0.244866E-002
    1307   0.153306E-001  0.774388E-001  0.207543E-001  0.833850E-002 -0.315189E-001 -0.301148E-002
    1308   0.156339E-001  0.155581       0.412409E-001  0.124079E-001 -0.834421E-001 -0.170384E-001
    1309  -0.121617E-001  0.920497      -0.630167E-002  0.142686      -0.216752E-002  0.200817E-002
    1310  -0.615143        1.69472       0.536750E-001  0.708423      -0.437494E-001  0.462707E-003
    1311  -0.554667      -0.214825       0.194394E-001   1.23638       0.318941E-001 -0.545482E-001
    1312  -0.753931E-001   1.51722      -0.640122E-003 -0.716425E-001  0.660840E-003  0.560939E-003
    1313  -0.129799E-002   1.56200      -0.109515E-002 -0.497174E-001 -0.140414E-002  0.700192E-003
    1314   0.253666E-001   1.55419       0.274271E-001 -0.292044E-001 -0.700967E-002 -0.329819E-002
    1315   0.207533E-001   1.50294      -0.340764E-002 -0.555933E-001  0.348034E-002  0.636221E-003
    1316  -0.310969E-001   1.51950      -0.840362E-003 -0.697625E-001 -0.184970E-002  0.182326E-003
    1317   0.396173        1.64223      -0.163151E-001  0.127092      -0.702209E-001 -0.791851E-001
    1318  -0.234147       0.908520      -0.264630E-002 -0.102611      -0.127000E-002  0.261705E-002
    1319   0.266120        1.53585       0.250291       0.823441E-001  0.251253       0.290466E-001
    1320   0.120205        1.51325       0.132930E-001 -0.768192E-002 -0.312305E-002 -0.305652E-003
    1321   0.255843       0.883966       0.264928      -0.624645E-001 -0.401430       0.151099     
    1322   0.119787       0.554367       0.177708      -0.337881E-001 -0.234048       0.858162E-001
    1323   0.639367E-001   1.24752       0.522938      -0.668797E-001  0.223417      -0.478069E-001
    1324  -0.182533        1.65407      -0.248816E-002  0.207949      -0.779388E-003 -0.223025E-002
    1325  -0.211574        1.81082      -0.645350E-002  0.411971      -0.115353E-001 -0.444276E-002
    1326  -0.111475        1.57727      -0.801555E-003  0.193207       0.192257E-002  0.191097E-002
    1327  -0.343501        1.72235      -0.236194E-003  0.354994E-002  0.757405E-003  0.478750E-002
    1328   0.412341        1.73548      -0.334400E-001 -0.110905       0.995875E-001 -0.870752E-001
    1329  -0.200386       0.134526       0.249412E-002  0.712729       0.330340E-002 -0.627973E-002
    1330  -0.389312       0.599340       0.191802E-002  0.551083       0.130250E-002  0.931661E-002
    1331   0.147046       0.978715      -0.100867E-001  0.930315E-001 -0.308783E-002  0.215198E-001
    1332    1.07821        1.87338      -0.114796E-001 -0.395114      -0.791102E-002  0.127563     
    1333   0.283263        1.90582      -0.276943E-001 -0.658934      -0.389339E-001  0.470204E-001
    1334  -0.541006       -3.54344      -0.172883        1.77295      -0.390576E-003  0.227113E-001
    1335   0.213959       0.739367       0.281099       0.460092E-001  0.139934       0.446526E-001
    1336   0.862486E-001  0.321350       0.116799       0.172674E-001 -0.173039      -0.422413E-001
    1337   0.275640E-001   1.41182      -0.187180E-002  0.197413E-002 -0.302478E-002  0.376746E-003
    1338   0.525904E-001   1.52181      -0.271850E-002  0.397681E-001 -0.676035E-002 -0.264279E-003
    1339   0.673411E-001   1.60767       0.716733E-001 -0.130657E-001 -0.814146E-001  0.141706E-001
    1340   0.213917       0.534432       0.209593      -0.151321E-001  0.247817      -0.237810E-001
    1341   0.303835E-001   1.50951      -0.363335E-002  0.515570E-001  0.459676E-002 -0.167825E-005
    1342   0.844324E-001   1.53858       0.678642E-002  0.224850E-001  0.137896E-002  0.308853E-003
    1343   0.183028        1.63278       0.161966       0.784354E-001 -0.204922      -0.311306E-001
    1344   0.209137        1.49748       0.479963E-001  0.120368E-001  0.444419E-001  0.386838E-002
    1345   0.361204        1.43832       0.220111      -0.727292E-002  0.214153      -0.635030E-003
    1346   0.112341        1.46341      -0.109535E-002  0.448529E-002 -0.722551E-002  0.349082E-003
    1347   0.287131       0.365442E-002 -0.224948E-003 -0.348444       0.275287E-003  0.216433E-002
    1348   0.499702      -0.378834E-001 -0.814011E-003 -0.226971      -0.225179E-002  0.451000E-002
    1349   0.837707E-001  0.186948       0.833508E-001  0.420496E-003 -0.146959      -0.709680E-003
    1350   0.744748E-001  0.192945       0.635470E-001  0.513031E-002  0.885141E-001  0.322125E-002
    1351   0.175818       0.434129       0.152514       0.173989E-002 -0.150947      -0.417845E-002
    1352   0.164186       0.446410       0.164191       0.135968E-001 -0.182324      -0.228367E-001
    1353   0.812645E-001  0.186544       0.906464E-001  0.458595E-002 -0.161478      -0.112303E-001
    1354   0.553627E-001  0.126987       0.558940E-001 -0.164473E-003  0.130884       0.961348E-003
    1355   0.862604E-001  0.197393       0.834466E-001 -0.142288E-002  0.142295      -0.305929E-002
    1356  -0.507069        1.96459      -0.156171E-002 -0.730430E-001  0.115764E-001  0.132123E-001
    1357  -0.150680        1.43941       0.276487E-002  0.119007      -0.306064E-002  0.179096E-002
    1358  -0.124847        1.23936       0.754535E-002 -0.872746E-001 -0.113585E-001 -0.984565E-003
    1359  -0.263620        1.05077       0.207128E-001  0.227691      -0.363643E-001  0.129701E-001
    1360   0.222074      -0.322511       0.307532E-003  0.544521      -0.340971E-002  0.438057E-003
    1361    1.69843        2.91644       0.144658       0.661454       0.356609E-001  0.168964     
    1362   0.144858       0.343546       0.141975      -0.426770E-002 -0.186844       0.948640E-002
    1363   0.148101       0.419363       0.139746      -0.157566E-001 -0.139923       0.173884E-001
    1364   0.670754E-001  0.138511       0.743412E-001 -0.181470E-002 -0.157105       0.499887E-002
    1365  -0.184471E-001   1.41533      -0.693455E-003 -0.577104E-001  0.145443E-002  0.615697E-003
    1366  -0.851718E-001   1.35545       0.456111E-002  0.795466E-001  0.279963E-002  0.928291E-004
    1367   0.121302E-001   1.39801      -0.121102E-002  0.551830E-002  0.181034E-002  0.573195E-003
    1368  -0.109972        1.18716       0.765351E-002 -0.415857E-001  0.122525E-001  0.199874E-002
    1369   0.164251       0.409616E-001  0.470262E-003 -0.465831       0.972771E-003  0.646931E-003
    1370  -0.105295        1.56325      -0.421761E-003 -0.465043E-001 -0.632360E-003 -0.576010E-003
    1371  -0.840645E-001   1.47531       0.298573E-004 -0.861218E-001 -0.173959E-002 -0.726786E-005
    1372   0.197402        1.49691       0.258697E-001  0.406996E-002 -0.279535E-001  0.836649E-003
    1373   0.573170        1.23846       0.707370       0.279539E-001 -0.401521      -0.247515E-001
    1374  -0.833103        1.21931       0.558026E-002 -0.617941      -0.460966E-001  0.453506E-001
    1375  -0.535756E-001 -0.607453E-001  0.282548E-002 -0.704428       0.424297E-002  0.322229E-002
