
 PRINT S    NODAL SOLUTION PER NODE
    NODE       SX             SY             SZ             SXY            SYZ            SXZ     
     465   0.631020E-001   1.49418      -0.658473E-002 -0.502117E-002  0.793394E-002 -0.176260E-003
     466  -0.263171        1.60110      -0.119734E-003 -0.103484       0.259256E-002  0.112539E-002
     467   0.395919       -1.23157      -0.269933E-002  0.637975      -0.296883E-002  0.293864E-002
     468   0.951312       -4.43152       0.189052E-001 -0.938987      -0.212613      -0.805781E-001
     469  -0.346411E-001   1.58081       0.333565E-003 -0.106147E-001  0.779725E-003  0.319027E-003
     470   0.205200        1.75759      -0.100573      -0.101264      -0.342702E-001 -0.873439E-002
     471   -1.45282       0.562104       0.196753E-001   1.98530       0.248871E-002  0.543871E-001
     472   0.516294       -1.72488       0.104425E-002 -0.581818      -0.106629E-001 -0.593697E-002
     473   0.513490E-001  0.149988       0.394193E-003 -0.178591       0.896325E-003  0.760889E-003
     474  -0.578355E-001   1.56211      -0.168049E-002 -0.138644       0.341452E-004 -0.277998E-002
     475  -0.109807        1.24530      -0.555819E-003 -0.137146      -0.987640E-003 -0.212499E-002
     476  -0.313753        1.50264       0.422427E-002 -0.233418      -0.113593E-002 -0.116285E-002
     477   0.201642       0.654385E-001  0.813272E-004  0.307716      -0.151761E-003 -0.450923E-003
     478   0.175780E-002   1.44808       0.175718E-003 -0.651398E-001  0.374579E-003  0.163090E-003
     479   0.535846      -0.232653      -0.961182E-003 -0.421815E-001 -0.934972E-003  0.876904E-004
     480   -1.01555        2.31358       0.649639E-001 -0.480028       0.121563E-001  0.396665E-001
     481   0.288150        1.06254       0.243453E-002  0.207075       0.485080E-002  0.261121E-002
     482   0.959125E-002   1.51325      -0.442370E-003 -0.437770E-001  0.284841E-002 -0.471764E-003
     483   0.604078      -0.328773E-001 -0.597246E-003  0.179503      -0.723884E-003  0.245628E-003
     484  -0.457627E-001   1.53186      -0.587136E-004  0.133923      -0.133412E-002  0.176054E-002
     485   0.242179E-001   1.50575      -0.654035E-003 -0.533758E-001  0.281768E-002  0.855192E-004
     486  -0.103648E-002   1.55426      -0.389023E-004 -0.511452E-001  0.626914E-003 -0.107282E-003
     487   0.695077      -0.474652E-001 -0.120540E-002  0.673691E-001 -0.199173E-002  0.539166E-004
     488   0.413743        2.15453      -0.121717       0.181393      -0.181229      -0.180087E-001
     489  -0.213010E-001   1.60739      -0.160150E-003  0.511020E-002  0.332138E-003 -0.862136E-003
     490   0.272367      -0.645695E-001 -0.107482E-002  0.460961      -0.438994E-003  0.265945E-003
     491   0.393930E-002   1.18995       0.281351E-002 -0.312850       0.856803E-003  0.164789E-002
     492   0.386684        1.74825      -0.160679       0.994974E-002 -0.406235E-001  0.165084E-002
     493   0.556508      -0.428440E-001 -0.114766E-004 -0.214618      -0.168347E-002  0.989819E-003
     494  -0.580221E-002   1.55486       0.755944E-004  0.663057E-001  0.513740E-003  0.318169E-004
     495   0.250379      -0.406205      -0.376373E-003 -0.593099      -0.720492E-003 -0.293901E-003
     496  -0.129336E-001   1.56936      -0.404672E-001  0.288336E-002  0.163234E-001 -0.418887E-002
     497   0.470865E-001   1.50442      -0.101673E-001  0.262514E-001  0.108972E-001  0.710768E-003
     498  -0.704535E-001  0.916150      -0.449809E-002  0.681984E-001  0.166328E-002 -0.249508E-002
     499   0.124206E-001   1.53028      -0.946077E-003  0.527611E-001  0.284311E-002  0.877656E-005
     500   0.106039        1.43706      -0.310282E-002  0.119292E-001  0.649644E-002 -0.413658E-003
     501  -0.290498        1.72490      -0.263599E-002  0.927679E-001  0.436732E-003 -0.394347E-003
     502   0.678198E-001   1.45838      -0.325059E-003  0.333086E-001  0.275951E-002 -0.127248E-003
     503  -0.194433      -0.872595      -0.130082E-001  -1.40602      -0.405249E-002 -0.732284E-002
     504   0.428322      -0.931014E-001 -0.290670E-003  0.324744      -0.323515E-003  0.200990E-003
     505   0.976554E-001   1.43149      -0.423263E-003 -0.103816E-002  0.271900E-002  0.664744E-004
     506  -0.763246E-001  0.457384       0.109282E-002 -0.425614       0.786708E-003 -0.168202E-003
     507  -0.446216       0.449800       0.329950E-002  0.762857       0.104795E-002 -0.217001E-002
     508   0.270548E-002   1.36910       0.946156E-004 -0.141997E-001 -0.127650E-003 -0.123618E-003
     509  -0.596104E-001   1.43572       0.542783E-003 -0.921286E-001  0.860855E-004 -0.272597E-003
     510  -0.364747E-001  0.648725      -0.993344E-003 -0.220656      -0.526763E-003 -0.137368E-002
     511   0.154451       0.361438E-001  0.792026E-003  0.153879       0.104267E-002 -0.106811E-002
     512   0.738510E-002  0.119698       0.101421E-002 -0.613649       0.138925E-003  0.135638E-002
     513  -0.920520       0.605495       0.123108E-002  -1.13934      -0.366009E-002 -0.654970E-002
     514   0.864729E-001   1.03095       0.121152E-002 -0.255108       0.167718E-002  0.118202E-002
     515   0.376242E-001  0.856321       0.346743E-002 -0.185915      -0.844940E-004 -0.516118E-002
     516   0.164532        1.06920       0.292775E-002  0.264163      -0.178948E-002 -0.336175E-002
     517  -0.680816E-002   1.51446      -0.145962E-003 -0.716172E-001  0.683234E-003  0.749733E-005
     518  -0.152374        1.61165       0.961019E-003  0.247759       0.911997E-003  0.655947E-003
     519  -0.152792        1.59301       0.573125E-004 -0.233051E-001 -0.154803E-003 -0.333380E-003
     520   0.559204        2.25493      -0.812127E-001  0.145052      -0.249519      -0.791096E-002
     521   0.121735       0.139750       0.745907E-003 -0.332206      -0.401151E-003  0.138845E-003
     522  -0.820929        1.36351       0.636400E-001  0.773306       0.576987E-002 -0.884056E-001
     523  -0.380733       0.833554       0.261742E-002 -0.308489      -0.330595E-003  0.500426E-002
     524   0.390965      -0.847801       0.159976E-003 -0.437344      -0.125753E-002 -0.100268E-002
     525   -1.37002      -0.150694       0.304915E-001  -2.37186       0.602373E-001 -0.233633     
     526  -0.316408        1.59386      -0.229385E-002  0.164608       0.132792E-002 -0.241286E-003
     527   0.336455        1.69239      -0.114909      -0.435459E-001 -0.108816E-001  0.221778E-002
     528   0.462555      -0.726328      -0.856830E-003 -0.962617E-001 -0.176205E-002 -0.118959E-002
     529  -0.714289E-002   1.63147      -0.214793E-001 -0.159904E-001 -0.898639E-002  0.802601E-002
     530  -0.537808E-001   1.34654      -0.854128E-003 -0.807976E-001  0.719575E-003  0.357585E-004
     531  -0.340702E-001   1.58224      -0.348203E-003  0.413185E-001 -0.679238E-003  0.104028E-002
     532   0.372045E-001   1.43559       0.808160E-004  0.411621E-001  0.899138E-003 -0.146086E-003
     533  -0.371754E-001   1.39885      -0.475453E-003  0.806469E-001  0.793236E-003  0.217095E-003
     534   0.504071E-001  0.630342E-001  0.383630E-003  0.787251E-001 -0.818954E-003 -0.994219E-003
     535   0.178601        2.29137      -0.128516      -0.211020      -0.173160      -0.577801E-002
     536  -0.127658        2.20888       0.147002E-001 -0.781524      -0.227805E-001  0.108372E-001
     537  -0.134021       0.139937      -0.255325E-003  0.716449      -0.113021E-002  0.461990E-003
     538   0.445789      -0.749248      -0.269753E-002  0.207340      -0.696695E-003  0.112826E-002
     539   0.514481        2.44145      -0.122730      -0.126169       0.213293       0.833040E-001
     540   0.195440      -0.429229E-001 -0.166026E-003 -0.522858      -0.119171E-003  0.201941E-003
     541   0.100190       0.940216      -0.273130E-002  0.175762       0.688146E-002  0.431790E-002
     542  -0.118915       0.919307       0.416895E-003  0.238669       0.236490E-001 -0.767058E-002
     543  -0.487769       0.313185E-001  0.209300E-002   1.15487      -0.109998E-001 -0.798230E-002
     544   0.354517      -0.732849E-001  0.397424E-003 -0.381233      -0.337395E-003  0.885818E-004
     545  -0.161432        1.64475      -0.397615E-003 -0.652844E-001 -0.653686E-003 -0.558411E-004
     546   0.793654E-001  -2.19135       0.397283E-001   1.91583      -0.888518E-001  0.247083E-001
     547  -0.490701E-003  0.463915      -0.356909E-003  0.191105       0.132865E-002 -0.545060E-003
     548  -0.371037       0.874503       0.169091E-001 -0.639502       0.159306E-001  0.227884E-001
     549  -0.145091E-001   1.44330       0.108790E-004  0.735135E-001 -0.141121E-003 -0.167278E-003
     550  -0.380126E-003   1.57414       0.655804E-004  0.421095E-001  0.153720E-003  0.257753E-005
     551  -0.778650        1.88445       0.349354E-001  0.524921       0.234847E-001 -0.186340E-001
     552   0.561421       -2.42315       0.837750E-002 -0.993725      -0.753746E-001 -0.176353E-001
     553   0.108358E-001  0.311846       0.341893E-003  0.177995       0.916815E-003 -0.852277E-003
     554   0.535089E-001   1.70552       0.310556E-002 -0.639938      -0.576528E-002  0.754880E-002
     555   0.294843       0.133871E-001  0.683629E-003 -0.184141       0.164454E-002  0.102423E-002
     556   0.302768       0.104226E-001 -0.575254E-003  0.186907       0.686811E-003 -0.555415E-003
     557   0.409509E-001  -1.06723       0.477792E-002   1.21616      -0.118626E-001  0.127619E-001
     558   0.915475E-001   1.45992      -0.214560E-002  0.208388E-001  0.724442E-002 -0.138313E-003
     559   0.271671E-001   1.07469      -0.268158E-002 -0.262887       0.266909E-002 -0.378356E-002
     560   0.138538       0.723791E-001  0.228177E-003  0.503133       0.144158E-003 -0.187919E-003
     561   0.662215E-001  0.470204E-001  0.174766E-002 -0.779993E-001  0.216164E-003 -0.219979E-002
     562    1.39130        2.06258       0.241910E-001 -0.730668      -0.151639E-001  0.791225E-001
     563  -0.744663        2.90933       0.133214E-002  0.467595      -0.190646E-001  0.875676E-002
     564   0.251976E-001   1.41740       0.389511E-003 -0.387433E-001 -0.961441E-005 -0.278740E-004
     565  -0.660097E-002   1.49368      -0.192740E-002 -0.367166E-001  0.554415E-002 -0.262577E-002
     566  -0.600834E-001   1.53371       0.259246E-004 -0.683998E-001 -0.316291E-003 -0.181803E-003
     567   0.592982        2.16165       0.545460E-001 -0.154440E-001 -0.337018       0.673631E-002
     568  -0.271882       0.216176      -0.307087E-002 -0.791053      -0.500019E-003 -0.115051E-002
     569   0.102894       0.171108      -0.428645E-003  0.398292       0.751915E-004 -0.224766E-003
     570  -0.775852E-002   1.19470       0.117198E-002  0.254476       0.388002E-002  0.160284E-002
     571  -0.231931E-001   1.37311      -0.103917E-002  0.200579       0.488925E-002  0.163971E-002
     572  -0.124170       0.149227       0.181864E-001  0.238578       0.629198E-001 -0.155748E-001
     573   0.306895        1.27874      -0.176375E-002 -0.400425      -0.145545E-002 -0.342190E-003
     574   0.153682E-001   1.91670      -0.922360E-001  0.905205E-001  0.127447E-001  0.257138E-001
     575  -0.164589E-001   1.59228      -0.227384E-002 -0.464632E-001 -0.424289E-003 -0.172017E-002
     576  -0.978334E-001   1.60233      -0.219165E-003 -0.755439E-002 -0.248330E-003 -0.619770E-003
     577  -0.517354E-001   1.47263       0.304176E-003 -0.250486       0.150824E-002 -0.294598E-002
     578  -0.444615E-001   1.49925       0.572573E-003  0.839438E-001  0.538919E-003  0.810160E-004
     579  -0.843342E-001   1.58672      -0.731206E-003  0.145499E-001 -0.259289E-003 -0.181161E-003
     580   0.123094        1.60484      -0.391147E-001  0.689392E-001 -0.374234E-002  0.395694E-002
     581  -0.233583        1.07307       0.252676E-002 -0.144457       0.524595E-003 -0.125863E-002
     582   0.298282      -0.536773       0.825587E-003  0.543055      -0.100360E-002 -0.249216E-002
     583  -0.119277        1.51365      -0.751791E-004 -0.959396E-001  0.186376E-003  0.233686E-003
     584   0.690576E-001   1.47155      -0.163507E-002 -0.300756E-001 -0.553410E-002 -0.146550E-003
     585  -0.447480        1.94799      -0.154506E-002 -0.269747      -0.519398E-002  0.151165E-002
     586   0.124161E-001   1.51738      -0.672409E-004  0.636548E-001 -0.173278E-002  0.317615E-004
     587  -0.455300        1.28208      -0.863627E-002 -0.108584       0.218729E-002  0.959165E-003
     588  -0.749308E-001   1.09780       0.150853E-002  0.683767E-001 -0.282939E-002  0.115497E-002
     589   0.150078        1.41976      -0.577989E-002  0.188465E-002 -0.835356E-002 -0.506274E-003
     590  -0.128167        1.58212      -0.534060E-004  0.401097E-001 -0.194183E-003 -0.137191E-003
     591  -0.196079        1.28566       0.941816E-002  0.246295      -0.883636E-002 -0.124866E-001
     592  -0.772940E-001   1.92431      -0.615882E-004  0.703140       0.857432E-002  0.127339E-001
     593   0.505799E-002  0.255233       0.736453E-003  0.505949      -0.506339E-003  0.191985E-003
     594   0.232358       0.424764E-001 -0.117883E-003 -0.399395      -0.624954E-003  0.727806E-004
     595   0.430123      -0.437212      -0.300058E-003 -0.283833      -0.894916E-004 -0.579770E-003
     596   0.689745        1.59315       0.179358E-001 -0.708334       0.103965E-001 -0.338633E-001
     597  -0.611298        1.76634       0.287166E-002 -0.405336      -0.993594E-002 -0.557263E-004
     598   0.116305        1.50729      -0.304884E-001 -0.207371E-001 -0.182013E-001  0.267489E-002
     599   0.654958       -2.36834      -0.759566E-002  0.602737       0.265267E-001 -0.189902E-001
     600  -0.140897        1.62627      -0.648659E-003  0.952950E-001  0.358526E-003 -0.221836E-003
     601   0.350836E-002   1.53595      -0.630738E-003 -0.635977E-001 -0.292590E-002  0.352329E-003
     602   0.250195E-001   1.51390      -0.431307E-002  0.613864E-002 -0.106506E-001 -0.857797E-003
     603   0.382051      -0.262426      -0.164857E-003  0.382678      -0.630755E-003  0.161480E-003
     604  -0.449546E-001 -0.337560      -0.297947E-002  0.902880       0.343803E-002 -0.160005E-002
     605  -0.731949      -0.766663      -0.211500E-001  -2.10748      -0.160539E-002  0.509981E-001
     606  -0.118811       0.784112      -0.187713E-002 -0.161108      -0.438261E-003  0.104770E-002
     607   0.338054        1.20148      -0.147033E-002 -0.249157       0.441789E-002  0.175246E-001
     608  -0.426275       0.896386      -0.277990E-002  0.266625      -0.224169E-003  0.556858E-003
     609   0.641650E-001   1.44499      -0.579401E-003 -0.309528E-001 -0.207218E-002  0.467759E-005
     610  -0.589127E-001   1.42746       0.173587E-003 -0.948559E-001  0.138966E-003  0.152777E-003
     611   0.558385E-001  0.216584      -0.250899E-003 -0.469194      -0.926568E-004 -0.389722E-003
     612   0.313585        1.62758      -0.785243E-001  0.704528E-001  0.968676E-002  0.960483E-002
     613   0.197586       0.605232E-001  0.905775E-003  0.416428       0.308104E-005 -0.134678E-003
     614  -0.559193E-001   1.57170       0.390496E-003 -0.363414E-001  0.176608E-004 -0.444144E-004
     615  -0.178776        1.53155      -0.217975E-003  0.111236      -0.693688E-004 -0.126301E-003
     616  -0.662899E-002   1.51669      -0.496431E-002  0.347160E-001 -0.859987E-002 -0.170209E-002
     617  -0.712566        1.06381       0.182671E-002 -0.410815       0.315266E-003  0.234960E-002
     618   0.494934E-001   1.48442      -0.226689E-003  0.426817E-001 -0.299918E-002  0.686466E-005
     619  -0.259686        1.34362      -0.397038E-002  0.290508      -0.549679E-002  0.462133E-003
     620  -0.309562E-001   1.48539       0.322968E-003 -0.808924E-001  0.167729E-003 -0.335674E-004
     621   0.471799      -0.163752      -0.913531E-003 -0.269090       0.151270E-003 -0.687353E-004
     622   0.516954E-001 -0.579958      -0.989605E-002 -0.909535       0.354403E-002  0.337015E-002
     623  -0.560919E-002   1.59231       0.513750E-003  0.418606E-001  0.405955E-003  0.332723E-003
     624  -0.122212        1.60214      -0.469973E-003 -0.444132       0.203523E-002 -0.291469E-002
     625  -0.204161        1.68169       0.131061E-002 -0.236026      -0.186616E-003 -0.991820E-003
     626  -0.172377        1.44201      -0.117530E-002 -0.154155      -0.292210E-003 -0.313418E-003
     627  -0.479863        1.83941       0.185208E-002 -0.704288E-001 -0.113022E-002 -0.141457E-004
     628   0.512868      -0.173417       0.384336E-003  0.190144      -0.193628E-004 -0.329750E-003
     629  -0.759085E-001   1.44621       0.276215E-002  0.352208      -0.208030E-002 -0.159098E-002
     630   0.710570E-001  0.156498      -0.423972E-004  0.234115       0.843741E-003  0.542489E-003
     631  -0.607735E-001   1.45693      -0.514767E-003  0.922315E-001  0.450897E-003  0.330952E-004
     632   0.490501       -1.14945      -0.162071E-002 -0.817460E-001  0.625387E-002  0.713046E-003
     633   0.164971       0.662704E-001  0.984935E-003 -0.233632      -0.579582E-003  0.191100E-003
     634   0.190780       0.971345       0.144654E-002 -0.482324E-001 -0.155323E-002 -0.159180E-002
     635  -0.898721        2.67263      -0.867841E-002 -0.244893      -0.279258E-002 -0.203728E-002
     636   0.192772        1.60982      -0.593594E-001  0.616428E-001  0.992112E-002 -0.989520E-003
     637  -0.311197E-001  0.545006       0.947411E-003  0.287630       0.160039E-003 -0.126967E-002
     638   0.849829E-001   1.71067      -0.514731E-001 -0.653618E-001 -0.213369E-001  0.106326E-001
     639   0.113282        1.43522      -0.573491E-002 -0.797362E-002 -0.922583E-002 -0.308013E-003
     640   0.184720       0.968595      -0.119536E-002 -0.573605E-001  0.151596E-002 -0.927714E-003
     641  -0.939509E-001   1.33679      -0.513715E-003  0.124330       0.420710E-003 -0.356735E-003
     642   -1.12690        1.74481       0.117898E-002 -0.368246      -0.277988E-001  0.101407E-001
     643  -0.275319E-001   1.30850      -0.669938E-004  0.490414E-002  0.141298E-003 -0.236059E-003
     644   0.238659        1.45781      -0.254204E-001 -0.899103E-002 -0.760045E-002 -0.464161E-003
     645  -0.823457        2.04607       0.111389E-001 -0.308762E-001 -0.217019E-001  0.407525E-001
     646  -0.580049E-001  0.564927      -0.595796E-002 -0.341182E-001 -0.183679E-001  0.353006E-002
     647   0.652107        1.33363      -0.563015E-001  0.216451      -0.715763E-002 -0.640810E-001
     648   0.386409      -0.582947E-002 -0.545805E-004  0.287195      -0.297656E-003 -0.800187E-004
     649   0.739641E-001   1.43369      -0.510633E-003  0.174100E-001 -0.158151E-002  0.223189E-003
     650  -0.966589E-002   1.58639       0.205082E-003 -0.410339E-001  0.590502E-004 -0.529400E-003
     651   0.349386        2.32675      -0.222878E-001   1.10718       0.368002E-001  0.594572E-001
     652  -0.990022E-004   1.54341      -0.473143E-003  0.596649E-001 -0.273721E-002  0.197625E-004
     653   0.265572E-001  0.290076      -0.202872E-003 -0.259788      -0.389948E-003 -0.613928E-003
     654  -0.238301       0.521340       0.640342E-003 -0.511054      -0.972779E-003 -0.503800E-003
     655  -0.144523       0.919772      -0.736311E-003 -0.620865E-001 -0.277326E-002  0.139272E-002
     656  -0.261255        1.02344      -0.238882E-002  0.504288E-001  0.418401E-002  0.265944E-002
     657  -0.389202E-001   1.53145       0.633635E-003  0.729704E-001 -0.510647E-004  0.198100E-003
     658   0.473177      -0.449306       0.226866E-003  0.109596      -0.655422E-003 -0.716427E-003
     659  -0.306246        1.71110      -0.471804E-003 -0.899207E-002 -0.626365E-005  0.398538E-003
     660   0.243619E-001  0.319614      -0.703085E-004  0.329668      -0.454210E-003 -0.473117E-003
     661   0.410659      -0.111074E-001 -0.130576E-003 -0.275773       0.425389E-003 -0.297158E-003
     662   0.593215        1.27233      -0.398971E-002  0.397046      -0.146929E-002  0.397900E-002
     663  -0.383272E-001  0.925321       0.275475E-002 -0.225500      -0.409689E-003  0.588718E-003
     664  -0.185075       0.478185       0.252145E-002  0.501869       0.888342E-003  0.334024E-003
     665   0.441073E-001   1.41173       0.821090E-004 -0.490573E-002 -0.430036E-003  0.495762E-004
     666   0.113492      -0.715727E-001  0.632550E-003  0.618893      -0.612385E-003 -0.669555E-004
     667   0.653379      -0.657777E-001 -0.109685E-002 -0.955513E-001  0.158580E-002 -0.177273E-003
     668   0.401721E-001   1.27401       0.308755E-002  0.402821      -0.288167E-002 -0.443540E-003
     669  -0.127188E-001  0.971493      -0.858098E-004  0.272224       0.829244E-003 -0.804626E-003
     670   0.141178        1.43863      -0.181762E-001 -0.721555E-002 -0.268665E-001 -0.100887E-003
     671   0.198525        1.42994      -0.142448E-001  0.113758E-001 -0.111350E-001 -0.201310E-002
     672  -0.310255        1.83169       0.101979E-002  0.352750      -0.180548E-002 -0.964525E-003
     673  -0.509100       0.250837       0.295132E-002 -0.999735       0.272354E-002  0.568757E-002
     674   0.339270      -0.204201       0.402632E-003 -0.433352      -0.281032E-003 -0.644942E-003
     675   0.490071E-002   1.47901       0.150577E-003  0.685562E-001 -0.548745E-003 -0.257484E-003
     676  -0.596454E-002  0.463692      -0.221601E-003 -0.288935       0.356763E-003  0.379557E-003
     677  -0.364103       0.873511      -0.452151E-002  0.624135      -0.193835E-001  0.350139E-002
     678  -0.937296       0.994702      -0.100065E-001  0.773021       0.212935E-002 -0.562343E-002
     679  -0.420449E-001   1.57441       0.197678E-003  0.408293E-001  0.304762E-004  0.294398E-003
     680    1.02672        1.32383      -0.179490      -0.228153       0.210642E-002  0.137012     
     681   0.332327E-001   1.51678      -0.875535E-002  0.474889E-002 -0.135488E-001 -0.684488E-003
     682   0.136254        1.45621      -0.128377E-001  0.894331E-002 -0.166108E-001 -0.162951E-003
     683  -0.172849E-001   1.55138       0.216829E-003 -0.643670E-001 -0.446837E-003 -0.245278E-003
     684  -0.683053        2.33271       0.143784E-004  0.271296       0.135058E-002  0.546141E-002
     685  -0.139439       0.989334       0.390958E-002 -0.275277      -0.749513E-002 -0.243825E-002
     686   0.182486        2.76746      -0.323127E-001  -1.04692       0.702467E-001 -0.146301E-001
     687   0.207956        1.91334      -0.846879E-001  0.148712       0.798939E-001 -0.318429E-002
     688  -0.560184        1.86592       0.435172E-002  0.169550      -0.284265E-002 -0.181221E-002
     689  -0.112170       0.754760      -0.143953E-002  0.168816       0.301978E-003 -0.244077E-002
     690   0.238923E-001   1.48103      -0.230903E-003 -0.603071E-001 -0.141013E-002 -0.502307E-004
     691   0.118618E-001   1.43585       0.218652E-003 -0.577761E-001 -0.445831E-003  0.125634E-004
     692  -0.123752E-002   1.52650      -0.173721E-003 -0.471246E-001 -0.227477E-002  0.153550E-002
     693   0.314466        1.78484      -0.100912      -0.644571E-001  0.472749E-001  0.110002E-001
     694   0.658301E-001   1.49821      -0.365950E-002 -0.543219E-002 -0.720238E-002 -0.111420E-003
     695  -0.263233        1.62149      -0.462538E-003 -0.842737E-001 -0.448440E-003 -0.384769E-003
     696   0.394334       -1.22473      -0.803951E-002  0.621981       0.289489E-002 -0.139384E-002
     697    1.09780       -4.50379       0.226408      -0.972686       0.181334       0.535745E-001
     698  -0.341325E-001   1.58619      -0.446104E-005 -0.112825E-001 -0.169009E-003 -0.451659E-003
     699   0.191415        1.73783      -0.110675      -0.108238      -0.123278E-002  0.580358E-002
     700   -1.47480       0.548552      -0.883451E-002   1.98592      -0.486447E-002 -0.453075E-001
     701   0.524307       -1.73566       0.109453E-001 -0.572764       0.128965E-001  0.181297E-003
     702   0.517835E-001  0.153851      -0.436748E-003 -0.181972       0.621922E-003 -0.727228E-003
     703  -0.566054E-001   1.55255      -0.384947E-003 -0.139792      -0.477401E-004  0.200090E-002
     704   0.202904       0.644813E-001 -0.178912E-003  0.305807      -0.442617E-003  0.517413E-003
     705   0.533711      -0.228050      -0.144429E-003 -0.464634E-001  0.956389E-003  0.588444E-003
     706  -0.997725        2.34926       0.241152E-001 -0.486706       0.120574E-001 -0.351741E-001
     707   0.276879        1.06442      -0.654943E-002  0.202702      -0.697042E-002  0.512983E-002
     708   0.125751E-001   1.52327      -0.584861E-002 -0.406115E-001 -0.718039E-002  0.635342E-003
     709   0.605287      -0.302256E-001 -0.176590E-002  0.178101       0.225638E-002 -0.110151E-002
     710  -0.409460E-001   1.53698      -0.392366E-002  0.134629       0.155896E-002 -0.964386E-003
     711   0.257461E-001   1.51014      -0.593311E-003 -0.530685E-001 -0.309770E-002  0.483506E-003
     712   0.300458E-003   1.56024      -0.333872E-003 -0.523441E-001 -0.221496E-003  0.796247E-004
     713   0.691167      -0.457259E-001 -0.237143E-002  0.631582E-001  0.227050E-002  0.308370E-003
     714   0.562127        2.34842       0.122124       0.190407       0.359487      -0.860922E-002
     715  -0.228687E-001   1.60157      -0.439188E-003  0.318455E-002  0.153970E-003  0.851575E-003
     716   0.272753      -0.688092E-001 -0.117246E-002  0.457453      -0.260472E-005 -0.911860E-003
     717   0.421490E-002   1.19027      -0.480165E-003 -0.316161      -0.314607E-002 -0.705351E-003
     718   0.361500        1.67909      -0.112274       0.890074E-002  0.287703E-002 -0.328479E-002
     719   0.554938      -0.437890E-001 -0.727610E-003 -0.216206       0.620560E-003  0.699919E-003
     720  -0.658689E-002   1.55101       0.170592E-003  0.666213E-001 -0.717301E-003 -0.125998E-004
     721   0.249732      -0.399854      -0.548141E-003 -0.594813       0.483922E-003 -0.774864E-003
     722  -0.421479E-002   1.54798      -0.133800E-001  0.657713E-002 -0.116308E-001  0.551135E-002
     723  -0.131968E-001   1.37983      -0.160610E-003 -0.531934E-001 -0.146935E-004  0.279554E-003
     724   0.496781E-001   1.50127      -0.184259E-002  0.276584E-001 -0.529271E-002  0.138490E-003
     725  -0.752665E-001  0.920966       0.393052E-003  0.642272E-001  0.433709E-003  0.316472E-002
     726  -0.120539        1.23402       0.557828E-003 -0.154699      -0.306049E-002 -0.690112E-003
     727   0.129278E-001   1.52696      -0.454435E-003  0.541098E-001 -0.257128E-002  0.121214E-003
     728   0.103567        1.43573      -0.531775E-002  0.124457E-001 -0.693772E-002  0.714299E-003
     729  -0.287264        1.72978       0.869948E-003  0.861707E-001 -0.193238E-002 -0.171269E-002
     730   0.660212E-001   1.45622       0.222355E-003  0.337085E-001 -0.194057E-002 -0.897065E-004
     731  -0.169619      -0.881462       0.367582E-003  -1.38086       0.129758E-001  0.136697E-001
     732   0.428732      -0.920964E-001 -0.257771E-003  0.319504       0.505905E-003  0.644337E-003
     733   0.963148E-001   1.43161       0.466729E-003 -0.165835E-002 -0.206020E-002 -0.622091E-004
     734  -0.808923E-001  0.459844       0.615714E-003 -0.432010      -0.406975E-003  0.427882E-003
     735  -0.435165       0.436926       0.760485E-003  0.765861      -0.347635E-002  0.101139E-002
     736  -0.371187E-001  0.652667      -0.889860E-003 -0.218866      -0.582076E-003  0.172574E-002
     737   0.150605       0.358895E-001  0.549714E-003  0.154273      -0.136672E-002  0.110167E-002
     738   0.970389E-002  0.124557      -0.351855E-003 -0.610894       0.203581E-004 -0.148552E-002
     739  -0.920988       0.632508       0.911889E-002  -1.14589      -0.665096E-002  0.733590E-002
     740   0.869722E-001   1.03023       0.104775E-002 -0.252866      -0.147294E-002 -0.183091E-002
     741   0.361717E-001  0.847736       0.474254E-002 -0.196029      -0.318409E-003  0.272771E-002
     742   0.163011        1.07111       0.331793E-002  0.260431       0.264930E-002  0.205720E-002
     743  -0.617771E-002   1.51764       0.305778E-003 -0.722400E-001 -0.588397E-003 -0.941035E-004
     744  -0.149703        1.61345       0.116209E-002  0.242290      -0.214195E-003 -0.721556E-003
     745  -0.149197        1.59884       0.853722E-004 -0.230997E-001  0.418755E-004  0.456914E-004
     746   0.555257        2.20996      -0.710245E-001  0.113859       0.283700      -0.570424E-002
     747   0.117923       0.150033      -0.450981E-004 -0.350624       0.144947E-003 -0.450033E-003
     748  -0.877252        1.48924       0.554100E-001  0.799979      -0.609833E-001  0.431913E-001
     749  -0.373147       0.839055       0.758772E-003 -0.306536      -0.279299E-002 -0.197694E-002
     750   0.398091      -0.838385       0.445250E-003 -0.435469       0.463830E-003  0.260404E-002
     751   -1.38802      -0.161030       0.227102E-001  -2.33674      -0.568245E-001  0.256267     
     752  -0.263919E-001   1.37419      -0.459521E-003  0.628307E-001  0.529499E-003 -0.396680E-004
     753  -0.313433        1.58341       0.139485E-002  0.168819      -0.574181E-004  0.529764E-003
     754   0.331287        1.69664      -0.133140      -0.582511E-001  0.463761E-002  0.438705E-002
     755   0.469128      -0.730540      -0.172692E-002 -0.991083E-001 -0.734033E-003  0.131012E-002
     756  -0.101244E-001   1.62099      -0.200705E-001 -0.206054E-001  0.525749E-002 -0.107106E-001
     757  -0.341929E-001   1.58849       0.282234E-003  0.387731E-001  0.938926E-003 -0.935210E-003
     758   0.398382E-001   1.43525       0.390487E-003  0.397398E-001 -0.616706E-003  0.246062E-005
