
 LIST ALL SELECTED NODES.   DSYS=      0

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2025 R1          25.1     ***
 Ansys Mechanical Enterprise Academic Student      
 01055371  VERSION=WINDOWS x64   15:29:48  JUL 18, 2025 CP=      0.516

 full_plate--Static Structural (A5)                                            



   NODE        X                   Y                   Z
      223   -3.60185911100        -72.7986051000        -2.54023280400     
      224    4.18746747800        -72.2971055500        -2.59841723500     
      225    4.18746747800        -63.7028944500         2.59841723500     
      226    3.61451667300        -63.2109218800        -2.51924734300     
      227  -0.114424728600        -62.0010911800         2.49612231000     
      228  -0.660944856400        -73.9634848800         3.55024948200     
      229  -0.861957082500        -62.0622369500        -2.59841723500     
      230   0.359092300300        -73.9892447500        -3.17573756100     
      231    5.75234332900        -69.7060323000       -0.425324238100E-001
      232    5.70198992500        -66.1325656900       -0.416069107200     
      233   -3.66729375800        -63.2512152600        0.381191235900     
      234   -5.75234332900        -66.2939677000       -0.425324238100E-001
      235   -5.70203087700        -69.8673092600       -0.417468623100     
      236   -24.0000000000        -16.9693882600        -3.44733078100     
      237   -24.0000000000        -10.6666666700         2.33333333300     
      238   -24.0000000000        -95.9848480200         2.33333333300     
      239   -24.0000000000        -88.2575759900         2.33333333300     
      240   -24.0000000000        -80.5303039600         2.33333333300     
      241   -24.0000000000        -72.8030319200         2.33333333300     
      242   -24.0000000000        -65.0757573400         2.33333333300     
      243   -24.0000000000        -57.3484853100         2.33333333300     
      244   -24.0000000000        -49.6212132800         2.33333333300     
      245   -24.0000000000        -41.8939406100         2.33333333300     
      246   -24.0000000000        -34.1666673000         2.33333333300     
      247   -24.0000000000        -26.4393933600         2.33333333300     
      248   -24.0000000000        -7.33333333300        -2.33333333300     
      249   -24.0000000000        -29.0151516600        -2.33333333300     
      250   -24.0000000000        -36.7424246500        -2.33333333300     
      251   -24.0000000000        -44.4696982700        -2.33333333300     
      252   -24.0000000000        -52.1969706200        -2.33333333300     
      253   -24.0000000000        -59.9242426600        -2.33333333300     
      254   -24.0000000000        -67.6515146900        -2.33333333300     
      255   -24.0000000000        -75.3787879900        -2.33333333300     
      256   -24.0000000000        -83.1060600300        -2.33333333300     
      257   -24.0000000000        -90.8333320600        -2.33333333300     
      258   -24.0000000000        -98.6060996900        -1.67392773900     
      259   -24.0000000000        -22.2953190200        0.208333333300     
      260   -24.0000000000        -6.33023446000         2.26697655400     
      261   -24.0000000000        -10.7636657700        -1.45500003700     
      262   -24.0000000000        -16.5582910400         2.84686687900     
      263   -24.0000000000        -100.682905800         2.42753413200     
      264   -24.0000000000        -94.6969680800        -2.33333333300     
      265   -24.0000000000        -86.9696960400        -2.33333333300     
      266   -24.0000000000        -79.2424240100        -2.33333333300     
      267   -24.0000000000        -71.5151513400        -2.33333333300     
      268   -24.0000000000        -63.7878786700        -2.33333333300     
      269   -24.0000000000        -56.0606066400        -2.33333333300     
      270   -24.0000000000        -48.3333344500        -2.33333333300     
      271   -24.0000000000        -40.6060614600        -2.33333333300     
      272   -24.0000000000        -32.8787881500        -2.33333333300     
      273   -24.0000000000        -30.3030303300         2.33333333300     
      274   -24.0000000000        -38.0303039600         2.33333333300     
      275   -24.0000000000        -45.7575769400         2.33333333300     
      276   -24.0000000000        -53.4848492900         2.33333333300     
      277   -24.0000000000        -61.2121213300         2.33333333300     
      278   -24.0000000000        -68.9393946300         2.33333333300     
      279   -24.0000000000        -76.6666679400         2.33333333300     
      280   -24.0000000000        -84.3939399700         2.33333333300     
      281   -24.0000000000        -92.1212120100         2.33333333300     
      282   -24.0000000000        -3.38837241000       -0.788837241000     
      283   -24.0000000000        -22.4796507300         3.88598996000     
      284   -24.0000000000        -14.0000000000        0.888178419700E-015
      285   -24.0000000000        -101.780302000        -1.16666666700     
      286   -24.0000000000        -13.4239077800        -4.15589818500     
      287   -24.0000000000        -19.4404590500         3.36681068200     
      288   -24.0000000000        -25.7645739000        -4.26460180000     
      289   -24.0000000000        -101.458331100        -4.08333333300     
      290   -24.0000000000        -3.83333333300        -4.08333333300     
      291   -24.0000000000        -18.2658354900        0.963815334700E-001
      292   -24.0000000000        -2.83333333300         2.91666666700     
      293   -24.0000000000        -10.1389529700        -4.53722098100     
      294   -24.0000000000        -20.1265863000        -2.62446803200     
      295    24.0000000000        -16.9693882600        -3.44733078100     
      296    24.0000000000        -10.6666666700         2.33333333300     
      297    24.0000000000        -95.9848480200         2.33333333300     
      298    24.0000000000        -88.2575759900         2.33333333300     
      299    24.0000000000        -80.5303039600         2.33333333300     
      300    24.0000000000        -72.8030319200         2.33333333300     
      301    24.0000000000        -65.0757573400         2.33333333300     
      302    24.0000000000        -57.3484853100         2.33333333300     
      303    24.0000000000        -49.6212132800         2.33333333300     
      304    24.0000000000        -41.8939406100         2.33333333300     
      305    24.0000000000        -34.1666673000         2.33333333300     
      306    24.0000000000        -26.4393933600         2.33333333300     
      307    24.0000000000        -7.33333333300        -2.33333333300     
      308    24.0000000000        -29.0151516600        -2.33333333300     
      309    24.0000000000        -36.7424246500        -2.33333333300     
      310    24.0000000000        -44.4696982700        -2.33333333300     
      311    24.0000000000        -52.1969706200        -2.33333333300     
      312    24.0000000000        -59.9242426600        -2.33333333300     
      313    24.0000000000        -67.6515146900        -2.33333333300     
      314    24.0000000000        -75.3787879900        -2.33333333300     
      315    24.0000000000        -83.1060600300        -2.33333333300     
      316    24.0000000000        -90.8333320600        -2.33333333300     
      317    24.0000000000        -98.6060996900        -1.67392773900     
      318    24.0000000000        -22.2953190200        0.208333333300     
      319    24.0000000000        -6.33023446000         2.26697655400     
      320    24.0000000000        -10.7636657700        -1.45500003700     
      321    24.0000000000        -16.5582910400         2.84686687900     
      322    24.0000000000        -100.682905800         2.42753413200     
      323    24.0000000000        -94.6969680800        -2.33333333300     
      324    24.0000000000        -86.9696960400        -2.33333333300     
      325    24.0000000000        -79.2424240100        -2.33333333300     
      326    24.0000000000        -71.5151513400        -2.33333333300     
      327    24.0000000000        -63.7878786700        -2.33333333300     
      328    24.0000000000        -56.0606066400        -2.33333333300     
      329    24.0000000000        -48.3333344500        -2.33333333300     
      330    24.0000000000        -40.6060614600        -2.33333333300     
      331    24.0000000000        -32.8787881500        -2.33333333300     
      332    24.0000000000        -30.3030303300         2.33333333300     
      333    24.0000000000        -38.0303039600         2.33333333300     
      334    24.0000000000        -45.7575769400         2.33333333300     
      335    24.0000000000        -53.4848492900         2.33333333300     
      336    24.0000000000        -61.2121213300         2.33333333300     
      337    24.0000000000        -68.9393946300         2.33333333300     
      338    24.0000000000        -76.6666679400         2.33333333300     
      339    24.0000000000        -84.3939399700         2.33333333300     
      340    24.0000000000        -92.1212120100         2.33333333300     
      341    24.0000000000        -3.38837241000       -0.788837241000     
      342    24.0000000000        -22.4796507300         3.88598996000     
      343    24.0000000000        -14.0000000000        0.888178419700E-015
      344    24.0000000000        -101.780302000        -1.16666666700     
      345    24.0000000000        -13.4239077800        -4.15589818500     
      346    24.0000000000        -19.4404590500         3.36681068200     
      347    24.0000000000        -25.7645739000        -4.26460180000     
      348    24.0000000000        -101.458331100        -4.08333333300     
      349    24.0000000000        -3.83333333300        -4.08333333300     
      350    24.0000000000        -18.2658354900        0.963815334700E-001
      351    24.0000000000        -2.83333333300         2.91666666700     
      352    24.0000000000        -10.1389529700        -4.53722098100     
      353    24.0000000000        -20.1265863000        -2.62446803200     
      354   -2.61284325100        -41.4261078800        -7.00000000000     
      355    5.44602904100        -89.7059192300        -7.00000000000     
      356    9.99943027800        -45.9306181200        -7.00000000000     
      357    8.66829479700        -33.1685417900        -7.00000000000     
      358   -12.9270510100        -56.6013760000        -7.00000000000     
      359   -12.8235438400        -36.5144116900        -7.00000000000     
      360    13.8611053800        -76.3143984600        -7.00000000000     
      361  -0.794495252700        -51.2632311700        -7.00000000000     
      362   -1.01228443400        -30.0602449100        -7.00000000000     
      363   -13.4522087200        -46.8065631800        -7.00000000000     
      364   -14.4270510700        -74.7406292000        -7.00000000000     
      365    13.3004897100        -62.0085023800        -7.00000000000     
      366    14.7730266900        -90.8386676900        -7.00000000000     
      367   -12.7537388000        -96.6514822900        -7.00000000000     
      368   -3.57621208300        -93.2294917800        -7.00000000000     
      369   -12.6125287800        -65.9804095800        -7.00000000000     
      370    6.50891054500        -56.6375424400        -7.00000000000     
      371   -10.7317627500        -28.1844351300        -7.00000000000     
      372    1.53647449600        -81.5297541600        -7.00000000000     
      373    16.7668878300        -50.7389593200        -7.00000000000     
      374    16.6341186200        -36.1660811800        -7.00000000000     
      375    16.8520864700        -28.3713736200        -7.00000000000     
      376    5.95136733800        -94.5687796300        -7.00000000000     
      377    7.68141148900        -85.5668168600        -7.00000000000     
      378   -5.19628221500        -78.0296805100        -7.00000000000     
      379   -19.1788248300        -83.7179528900        -7.00000000000     
      380    14.0770911500        -71.6040702200        -7.00000000000     
      381    14.9177547200        -81.0284735700        -7.00000000000     
      382   0.522556962200        -38.1970830700        -7.00000000000     
      383   -15.3109595800        -92.5897691900        -7.00000000000     
      384    6.17767593100        -24.2144913600        -7.00000000000     
      385    13.2073040100        -96.2877586700        -7.00000000000     
      386    16.3828232900        -44.5887685900        -7.00000000000     
      387   -9.28333739200        -48.0407477700        -7.00000000000     
      388   -19.5772542500        -30.4554183500        -7.00000000000     
      389   -12.3967762200        -79.2851039600        -7.00000000000     
      390   0.893069400100E-001   -46.9553548000        -7.00000000000     
      391   -9.46352550400        -34.4370519300        -7.00000000000     
      392   -5.11789023900        -52.4910744000        -7.00000000000     
      393    9.80167205400        -41.6826638100        -7.00000000000     
      394   -5.20827589000        -97.3952863600        -7.00000000000     
      395   -6.49203140200        -85.5795151300        -7.00000000000     
      396   -20.4431356300        -41.3089989400        -7.00000000000     
      397   -17.0938920600        -58.8468917700        -7.00000000000     
      398    6.84549149900        -47.9253890900        -7.00000000000     
      399   -16.5221812300        -54.2513617900        -7.00000000000     
      400    10.3862712700        -54.5584719500        -7.00000000000     
      401    3.65812129200        -97.8089090300        -7.00000000000     
      402    19.2135255300        -58.1637766400        -7.00000000000     
      403    18.9837703000        -97.9018299600        -7.00000000000     
      404   -7.72307530000        -44.7699126500        -7.00000000000     
      405  -0.459220245500        -87.4373753100        -7.00000000000     
      406   -16.8611199600        -100.442083300        -7.00000000000     
      407   -19.4187776200        -68.1928105200        -7.00000000000     
      408   -8.89057657100        -60.5373322700        -7.00000000000     
      409    10.7323379800        -25.9282959700        -7.00000000000     
      410    19.5257542800        -88.9003718300        -7.00000000000     
      411   -17.6084145600        -25.6919240600        -7.00000000000     
      412    3.90235587200        -31.7936978200        -7.00000000000     
      413    19.2064617900        -69.5495697000        -7.00000000000     
      414   -9.29507340300        -75.2941838800        -7.00000000000     
      415   -1.94957112700        -26.1530708800        -7.00000000000     
      416    9.64057660100        -74.0995798100        -7.00000000000     
      417   0.199740098500        -57.1726838300        -7.00000000000     
      418   -11.9231266400        -70.6181987500        -7.00000000000     
      419    10.8211751700        -100.460376900        -7.00000000000     
      420   -2.59560224900        -35.5879627800        -7.00000000000     
      421    19.8949003800        -42.3896882300        -7.00000000000     
      422    9.72603779600        -65.0698340900        -7.00000000000     
      423   -18.7547520100        -35.3206393000        -7.00000000000     
      424   -19.9471504700        -94.8901443600        -7.00000000000     
      425   -14.4728266900        -85.2437683600        -7.00000000000     
      426    19.2196046100        -79.7649438400        -7.00000000000     
      427   -17.3436457600        -78.8987047100        -7.00000000000     
      428   -12.7699563400        -41.7839114600        -7.00000000000     
      429    1.42073163300        -93.8758272200        -7.00000000000     
      430   -12.2235942800        -51.7655301600        -7.00000000000     
      431    18.7015279500        -93.2813345500        -7.00000000000     
      432   -11.0146199800        -100.826247500        -7.00000000000     
      433    14.7135255300        -66.8879255500        -7.00000000000     
      434    20.3770648600        -75.8357075700        -7.00000000000     
      435    14.6778645700        -86.1477042500        -7.00000000000     
      436    4.92411577700        -36.2793719400        -7.00000000000     
      437    9.99173282200        -90.5945779500        -7.00000000000     
      438   -2.64019770700        -100.935319500        -7.00000000000     
      439    19.2135255300        -62.0274130100        -7.00000000000     
      440   -19.2135255300        -74.4157695800        -7.00000000000     
      441   -6.23345107500        -28.8825226400        -7.00000000000     
      442    2.61012952900        -27.4919107600        -7.00000000000     
      443    14.5776227900        -56.9907384400        -7.00000000000     
      444   -9.32117518800        -82.2605827600        -7.00000000000     
      445   -7.19997860400        -94.3561628200        -7.00000000000     
      446   -8.88918727700        -38.6393835000        -7.00000000000     
      447   -19.8838401500        -90.9893724100        -7.00000000000     
      448   -2.90775901300        -58.0705440300        -7.00000000000     
      449    9.96859223100        -78.8065170200        -7.00000000000     
      450   -16.8415650500        -43.6979792800        -7.00000000000     
      451    10.2135255300        -69.8166200700        -7.00000000000     
      452   -15.1545085000        -29.3199267400        -7.00000000000     
      453    7.46946253500        -29.0021074200        -7.00000000000     
      454    16.3737529100        -40.5536157800        -7.00000000000     
      455   -4.47699248700        -47.7611440400        -7.00000000000     
      456    10.0735905300        -59.2762917600        -7.00000000000     
      457    2.58176188800        -54.4178422700        -7.00000000000     
      458   -8.74338424100        -64.8620132600        -7.00000000000     
      459    17.5399379000        -24.1276011900        -7.00000000000     
      460   -8.48332133600        -55.5381274200        -7.00000000000     
      461    19.2256836800        -84.1482095700        -7.00000000000     
      462    9.32445607400        -37.4957052400        -7.00000000000     
      463    20.3170593100        -33.8784955700        -7.00000000000     
      464   -9.79135524600        -23.9951349900        -7.00000000000     
      465    12.5906863600        -29.8588424500        -7.00000000000     
      466    9.90626053200        -50.2773224100        -7.00000000000     
      467    3.23176275200        -85.4414618000        -7.00000000000     
      468   -1.05759115900        -77.2103261400        -7.00000000000     
      469    18.9710730900        -45.6659117500        -7.00000000000     
      470   -13.5772542500        -24.6599633700        -7.00000000000     
      471    5.89254364700        -76.0677421900        -7.00000000000     
      472   -2.15450850100        -83.5256676700        -7.00000000000     
      473   -20.0866821800        -98.4949135300        -7.00000000000     
      474   -20.1259979800        -52.2395185700        -7.00000000000     
      475    3.15450850100        -49.8228174600        -7.00000000000     
      476    6.83288989000        -52.2360536100        -7.00000000000     
      477    15.0008731900        -99.0022655500        -7.00000000000     
      478    6.84137564300        -40.2663043000        -7.00000000000     
      479  -0.812405298800        -97.3113442400        -7.00000000000     
      480    5.89969521000        -60.5554122300        -7.00000000000     
      481   -16.6327882900        -71.3448832600        -7.00000000000     
      482    16.4755889700        -32.1245608800        -7.00000000000     
      483    5.98378911300        -101.522926500        -7.00000000000     
      484    20.6341186200        -52.5865356200        -7.00000000000     
      485    12.9511779400        -34.5900307700        -7.00000000000     
      486    20.3170593100        -37.7421315800        -7.00000000000     
      487    1.98378911300        -101.522926500        -7.00000000000     
      488    13.5182846000        -23.1052585100        -7.00000000000     
      489   -20.1737669800        -45.9615609500        -7.00000000000     
      490    9.79685883700        -95.2447667100        -7.00000000000     
      491   -20.8641398800        -60.9473620800        -7.00000000000     
      492    1.07313839500        -23.7278521800        -7.00000000000     
      493   -6.51215816500        -100.782346600        -7.00000000000     
      494   -16.7385817600        -38.6076515600        -7.00000000000     
      495   -6.72853380800        -90.1617265300        -7.00000000000     
